ein,fre15,name15,add15,type15,subtype15,rev_15,fre12,name12,add12,type12,subtype12,rev_12,diff,diff_per,Name,lat,long,addree,status,source,flag_keep
953900336,3,korean family housing corporation,"1111 S ARROYO PKWY STE 230,91105-3269",L,L20,379104.6667,3,korean family housing corporation,"1111 S ARROYO PKWY STE 230,91105-3269",L,L20,364548.6667,14556,3.992882523,"1111 S ARROYO PKWY STE 230,91105-3269",34.1277561,-118.1476057,"1111 S Arroyo Pkwy #230, Pasadena, CA 91105, USA",Match,Google,1
916073773,3,pacific dermatologic association,"575 MARKET ST STE 2125,94105-2870",G,G40,260567.6667,3,pacific dermatologic association,"575 MARKET ST STE 2125,94105-2870",G,G40,249692.6667,10875,4.355354182,"575 MARKET ST STE 2125,94105-2870",37.7895508,-122.4003129,"Market Center, 575 Market St #2125, San Francisco, CA 94105, USA",Match,Google,0
953474707,3,gardena valley japanese cultural institute housing project,"1964 W 162ND ST,90247-3640",L,L22,1069611.667,3,gardena valley japanese cultural institute housing project,"1964 W 162ND ST,90247-3640",L,L22,1023372.333,46239.33333,4.518329432,"1964 W 162ND ST,90247-3640",33.8834349,-118.3130898,"1964 W 162nd St, Gardena, CA 90247, USA",Match,Google,1
770207531,3,korean american senior citizens league of santa clara,"3707 WILLIAMS RD,95117-2700",P,P81,45234.33333,3,korean american senior citizens league of santa clara,"3707 WILLIAMS RD,95117-2700",P,P81,43193.33333,2041,4.725266245,"3707 WILLIAMS RD,95117-2700",37.3087551,-121.9662851,"3707 Williams Rd, San Jose, CA 95117, USA",Match,Google,1
330699105,3,pacific islander festival association,"PO BOX 86046,92138-6046",N,N52,165923.6667,3,pacific islander festival association,"PO BOX 86046,92138-6046",N,N52,158112.3333,7811.333333,4.9403694,"PO BOX 86046,92138-6046",35.1207927,-112.1430215,"Williams, AZ 86046, USA",Partial Match,Google,1
237130295,2,ya ka ama indian education and development,"7465 STEVE OLSON LN,95436-9112",P,P84,93311.5,3,ya-ka-ama indian education & development,"7465 STEVE OLSON LN,95436-9112",P,P84,88636.33333,4675.166667,5.274548812,"7465 STEVE OLSON LN,95436-9112",38.5074697,-122.8774268,"7465 Steve Olson Ln, Forestville, CA 95436, USA",Match,Google,0
510189851,3,chinese american golden age association,"234 N RURAL DR,91755-4507",L,L20,1155239.333,3,chinese-american golden age association,"234 N RURAL DR,91755-4507",L,L20,1094183.667,61055.66667,5.58001993,"234 N RURAL DR,91755-4507",34.0648659,-118.113868,"234 N Rural Dr, Monterey Park, CA 91755, USA",Match,Google,1
943241155,3,pacific coast community services,"5501 SACRAMENTO AVE,94804-5603",J,J30,1807952,3,pacific coast community services,"5501 SACRAMENTO AVE,94804-5603",J,J30,1710711,97241,5.684244738,"5501 SACRAMENTO AVE,94804-5603",37.9047771,-122.3122354,"5501 Sacramento Ave, Richmond, CA 94804, USA",Match,Google,0
942658135,3,asian resources inc,"5709 STOCKTON BLVD,95824-1613",E,E30,2191980,3,asian resources inc,"5709 STOCKTON BLVD,95824-1613",E,E30,2071015.333,120964.6667,5.840838777,"5709 STOCKTON BLVD,95824-1613",38.5226563,-121.440858,"5709 Stockton Blvd, Sacramento, CA 95824, USA",Match,Google,1
942532304,3,vietnamese youth development center,"166 EDDY ST,94102-2708",O,O50,808567,3,vietnamese youth development center,"166 EDDY ST,94102-2708",O,O50,761125.3333,47441.66667,6.233095206,"166 EDDY ST,94102-2708",37.7843658,-122.4103471,"166 Eddy St, San Francisco, CA 94102, USA",Match,Google,1
161677007,2,pacific coast softball conference,"2785 SAN LUIS CT,95818-3346",N,N63,67975,3,pacific coast softball conference,"2785 SAN LUIS CT,95818-3346",N,N63,63871.33333,4103.666667,6.424895884,"2785 SAN LUIS CT,95818-3346",38.5573307,-121.5092283,"2785 San Luis Ct, Sacramento, CA 95818, USA",Match,Google,0
770511474,3,pacific behavorial research foundation inc,"100 DEL MESA CARMEL,",F,F01,25847.66667,3,pacific behavorial research foundation inc,"100 DEL MESA CARMEL,93923-7950",F,F05,24228.66667,1619,6.68216713,"100 DEL MESA CARMEL,93923-7950",36.5414357,-121.877651,"100 Del Mesa Carmel, Carmel-By-The-Sea, CA 93923, USA",Match,Google,0
330249669,2,pacific coast youth football and cheerleading conference inc,"3701 INGLEWOOD AVE STE 318,90278-1190",N,N65,303114,2,pacific coast youth football and cheerleading conference inc,"3701 INGLEWOOD AVE PMB 318,90278-1190",N,N65,282552,20562,7.277244543,"3701 INGLEWOOD AVE PMB 318,90278-1190",33.8892468,-118.3616533,"3701 Inglewood Ave, Redondo Beach, CA 90278, USA",Partial Match,Google,0
943054877,3,asian advisory committee on crime,"360 A 8TH ST,94607-4241",I,I20,36829.66667,2,asian advisory committee on crime,"360A 8TH ST,94607-4241",I,I20,34324.5,2505.166667,7.298479706,"360A 8TH ST,94607-4241",37.7994579,-122.2714544,"360 8th St, Oakland, CA 94607, USA",Match,Google,1
931102854,3,asian pacific womens center inc,"244 S SAN PEDRO ST STE 504,90012-3832",L,L40,459635,3,asian pacific womens center inc,"1145 WILSHIRE BLVD STE 102,90017-1900",L,L40,427374.3333,32260.66667,7.548573733,"1145 WILSHIRE BLVD STE 102,90017-1900",34.0531219,-118.2645538,"1145 Wilshire Blvd #102, Los Angeles, CA 90017, USA",Match,Google,1
941676390,2,california indian legal services inc,"609 S ESCONDIDO BLVD,92025-4817",I,I80,2132536,3,california indian legal services inc,"609 S ESCONDIDO BLVD,92025-4817",I,I80,1981734,150802,7.609598463,"609 S ESCONDIDO BLVD,92025-4817",33.1155153,-117.0810973,"609 S Escondido Blvd, Escondido, CA 92025, USA",Match,Google,0
330025920,3,pacific coast conference,"10614 OAK KNOLL LN,92082-0000",N,N40,71383.33333,3,pacific coast conference,"10614 OAK KNOLL LN,92082-0000",N,N40,65929,5454.333333,8.273041201,"10614 OAK KNOLL LN,92082-0000",33.2716932,-117.0115312,"10614 Oak Knoll Ln, Valley Center, CA 92082, USA",Match,Google,0
330119942,3,pacific youth correctional ministries,"PO BOX 8875,92375-2075",I,I43,452950,3,pacific youth correctional ministries,"PO BOX 8875,92375-2075",I,I43,415873.6667,37076.33333,8.915287575,"PO BOX 8875,92375-2075",34.0554025,-117.1854935,"Redlands, CA 92375, USA",Partial Match,Google,0
205472508,3,chang gheng chinese school,"PO BOX 160834,95816-0834",P,P84,83606,3,chang gheng chinese school,"PO BOX 160834,95816-0834",P,P84,76643,6963,9.084978406,"PO BOX 160834,95816-0834",38.5800184,-121.4627576,"Sacramento, CA 95816, USA",Partial Match,Google,1
953899329,3,korean american family services inc,"3727 W 6TH ST STE 320,90020-5108",P,P84,5531634.667,3,korean american family service center inc,"3727 W 6TH ST STE 320,90020-5108",P,P84,5067713.333,463921.3333,9.154450988,"3727 W 6TH ST STE 320,90020-5108",34.0638745,-118.3037736,"3727 W 6th St #320, Los Angeles, CA 90020, USA",Match,Google,1
680483952,3,indian valley kids only club inc,"551 MARSHALL DR,94598-4908",P,P33,397698.3333,3,indian valley kids only club inc,"551 MARSHALL DR,94598-4908",P,P33,363699,33999.33333,9.348206438,"551 MARSHALL DR,94598-4908",37.8997685,-122.0323323,"551 Marshall Dr, Walnut Creek, CA 94598, USA",Match,Google,0
680084536,3,lake county citizens committee on indian affairs inc,"1002 SODA BAY RD,95453-0000",P,P84,168223.6667,3,lake county citizens committee on indian affairs inc,"1002 SODA BAY RD,95453-0000",P,P84,153320,14903.66667,9.720627881,"1002 SODA BAY RD,95453-0000",39.015817,-122.893529,"1002 Soda Bay Rd, Lakeport, CA 95453, USA",Match,Google,0
680015780,3,lao khmu association inc,"1044 N EL DORADO ST,95202-1304",P,P84,1379690.333,3,lao khmu association inc,"1044 N EL DORADO ST,95202-1304",P,P84,1254257.333,125433,10.00057936,"1044 N EL DORADO ST,95202-1304",37.9633314,-121.2924531,"1044 N El Dorado St, Stockton, CA 95202, USA",Match,Google,1
951644034,3,pacific clinics,"800 S SANTA ANITA AVE,91006-3536",F,F30,94288515.67,3,pacific clinics,"800 S SANTA ANITA AVE,91006-3536",F,F30,85671462,8617053.667,10.05825448,"800 S SANTA ANITA AVE,91006-3536",34.1310893,-118.0309592,"800 S Santa Anita Ave, Arcadia, CA 91006, USA",Match,Google,0
680638214,3,southern california indian law and justice center,"49002 GOLSH RD,92082-5350",P,P84,540761,3,southern california indian law and justice center,"49002 GOLSH RD,92082-5350",P,P84,490819.6667,49941.33333,10.17508807,"49002 GOLSH RD,92082-5350",33.2768962,-116.9606132,"49002 Golsh Rd, Valley Center, CA 92082, USA",Match,Google,0
330608166,3,south asian network inc,"18173 PIONEER BLVD,90701-3977",P,P84,700102,3,south asian network inc,"18173 PIONEER BLVD,90701-3977",P,P84,634498.6667,65603.33333,10.33939656,"18173 PIONEER BLVD,90701-3977",33.8665038,-118.0833357,"18173 Pioneer Blvd, Artesia, CA 90701, USA",Match,Google,1
260895114,3,chinese american coalition forcompassionate care caccc,"PO BOX 276,95015-0276",E,E60,132679.3333,3,chinese american coalition forcompassionate care caccc,"4070 CACTUS RD,95682-9463",E,E60,120160,12519.33333,10.41888593,"4070 CACTUS RD,95682-9463",38.6762469,-120.939989,"4070 Cactus Rd, Shingle Springs, CA 95682, USA",Match,Google,1
450499333,3,pasadena japanese athletic association,"1787 ROOSEVELT AVE,91001-3618",N,N40,165005.6667,3,pasadena japanese athletic association,"1787 ROOSEVELT AVE,91001-3618",N,N40,148852.3333,16153.33333,10.85191812,"1787 ROOSEVELT AVE,91001-3618",34.1769093,-118.1031465,"1787 N Roosevelt Ave, Altadena, CA 91001, USA",Match,Google,0
300273769,3,pacific housing development inc,"231 E 3RD ST STE G106,90013-1493",L,L21,58463.66667,3,pacific housing development inc,"231 E 3RD ST STE G106,90013-1493",L,L21,52473,5990.666667,11.41666508,"231 E 3RD ST STE G106,90013-1493",34.0484039,-118.2435712,"231 E 3rd St G106, Los Angeles, CA 90013, USA",Match,Google,0
954388270,3,american chinese senior citizen service center,"3215 SANTA ANITA AVE,91733-1359",P,P84,341046,3,american-chinese senior citizen service center,"3215 SANTA ANITA AVE,91733-1359",P,P84,305804.3333,35241.66667,11.52425353,"3215 SANTA ANITA AVE,91733-1359",34.0664669,-118.0429887,"3215 Santa Anita Ave, El Monte, CA 91733, USA",Match,Google,1
941741896,3,sonoma county indian health project inc,"144 STONY POINT RD,95401-4122",E,E30,20217139.33,3,sonoma county indian health project inc,"144 STONY POINT RD,95401-4122",E,E30,18048232.33,2168907,12.01728214,"144 STONY POINT RD,95401-4122",38.4406188,-122.743663,"144 Stony Point Rd, Santa Rosa, CA 95401, USA",Match,Google,0
943357710,3,asian pacific american community center,"50 RAYMOND AVE,94134-2308",P,P28,148700.3333,3,asian pacific american community center,"2442 BAY SHORE BLVD,94134-2902",P,P28,132507.3333,16193,12.22045572,"2442 BAY SHORE BLVD,94134-2902",37.7108015,-122.404351,"2442 Bayshore Blvd, San Francisco, CA 94134, USA",Match,Google,1
952979639,3,vietnamese united buddhist churches indochina refugees rescue committee,"863 S BERENDO ST,90005-1802",P,P84,160038.3333,3,vietnamese united buddhist churches,"863 S BERENDO ST,90005-1802",P,P84,141733.6667,18304.66667,12.91483322,"863 S BERENDO ST,90005-1802",34.0561866,-118.2944763,"863 S Berendo St, Los Angeles, CA 90005, USA",Match,Google,1
204251913,3,chinese community health resourcecenter,"728 PACIFIC AVENUE,94133-4457",E,E70,654107.3333,3,chinese community health resourcecenter,"728 PACIFIC AVE STE 115,94133-4449",E,E70,577969.6667,76137.66667,13.17329802,"728 PACIFIC AVE STE 115,94133-4449",37.7970928,-122.4074669,"728 Pacific Ave STE 115, San Francisco, CA 94133, USA",Match,Google,1
237126354,3,chinatown community childrens center,"979 CLAY ST,94108-1527",P,P33,1066760.333,3,chinatown community childrens center,"979 CLAY ST,94108-1527",P,P33,934643.3333,132117,14.1355526,"979 CLAY ST,94108-1527",37.7936506,-122.4090963,"979 Clay St, San Francisco, CA 94108, USA",Match,Google,1
943167910,3,asian pacific youth leadership project,"PO BOX 22423,95822-0423",O,O50,73076,3,asian pacific youth leadership project,"PO BOX 22423,95822-0423",O,O50,64005.33333,9070.666667,14.17173569,"PO BOX 22423,95822-0423",38.5128714,-121.4970294,"Sacramento, CA 95822, USA",Partial Match,Google,1
953782164,3,southern indian health council,"4058 WILLOWS RD,91901-1668",E,E32,14044709.33,3,southern indian health council,"4058 WILLOWS RD,91901-1668",E,E32,12256398.67,1788310.667,14.59083304,"4058 WILLOWS RD,91901-1668",32.836005,-116.7257107,"4058 Willows Rd, Alpine, CA 91901, USA",Match,Google,0
770351467,3,pacific grove youth action,"PO BOX 51453,93950-6453",O,O01,18539.33333,3,pacific grove youth action,"618 LIGHT HOUSE AVE 201,93950-2615",O,O01,16171.66667,2367.666667,14.64083273,"618 LIGHT HOUSE AVE 201,93950-2615",36.6217135,-121.9186467,"618 Lighthouse Ave, Pacific Grove, CA 93950, USA",Partial Match,Google,0
943292488,3,mountain pacific sports federation,"PO BOX 850,95776-0850",N,N70,956494.6667,3,mountain pacific sports federation,"807 SARATOGA DR,95695-5024",N,N70,833241.3333,123253.3333,14.79203304,"807 SARATOGA DR,95695-5024",38.6596972,-121.7986493,"807 Saratoga Dr, Woodland, CA 95695, USA",Match,Google,0
954177752,3,asian pacific health care venture inc,"4216 FOUNTAIN AVENUE,90029-2256",L,L22,14931846.33,3,asian pacific health care venture inc,"4216 FOUNTAIN AVENUE,90029-2256",L,L22,12947486,1984360.333,15.32622112,"4216 FOUNTAIN AVENUE,90029-2256",34.0955789,-118.2815085,"4216 Fountain Ave, Los Angeles, CA 90029, USA",Match,Google,0
330880409,3,vietnamese american medical research foundation,"14971 BROOKHURST ST,92683-6071",E,E11,714,2,vietnamese american medical research foundation,"14971 BROOKHURST ST,92683-6071",E,E11,619,95,15.34733441,"14971 BROOKHURST ST,92683-6071",33.7453908,-117.955402,"14971 Brookhurst St, Westminster, CA 92683, USA",Match,Google,0
951691300,3,pacific lodge youth services,"4900 SERRANIA AVE BOX 308,91364-3301",P,P70,7804792.667,3,pacific lodge youth services,"4900 SERRANIA AVE BOX 308,91364-3301",P,P70,6755679.333,1049113.333,15.52935362,"4900 SERRANIA AVE BOX 308,91364-3301",34.15888,-118.5877336,"4900 Serrania Ave, Woodland Hills, CA 91364, USA",Partial Match,Google,0
953290856,3,indian wells valley swim team inc,"PO BOX 626,93556-0626",N,N67,65769.66667,3,indian wells valley swim team inc,"PO BOX 626,93556-0626",N,N67,56834,8935.666667,15.72239622,"PO BOX 626,93556-0626",,,,No Match,Google,0
204469790,3,center for lao studies,"405 GRAND AVE STE 202,94080-3623",P,P0584,204199.3333,3,center for lao studies,"65 9TH ST,94103-1401",P,P0584,176330.6667,27868.66667,15.80477588,"65 9TH ST,94103-1401",37.7767715,-122.4150038,"65 9th St, San Francisco, CA 94103, USA",Match,Google,1
943172799,3,pacific institute,"624 LAGUNA ST,94102-4217",F,F02,7408931,3,pacific institute,"624 LAGUNA ST,94102-4217",F,F02,6378543,1030388,16.15397121,"624 LAGUNA ST,94102-4217",37.7770769,-122.4261755,"624 Laguna St, San Francisco, CA 94102, USA",Match,Google,0
272999852,3,korean coffee break small group ministry international,"17532 EDGEWOOD LN,92886-1950",P,P84,90421.66667,3,korean coffee break small group ministry international,"8208 PEPPERTREE LN,90630-2073",P,P84,77688,12733.66667,16.39077678,"8208 PEPPERTREE LN,90630-2073",33.842249,-118.0551878,"8208 Peppertree Ln, Cypress, CA 90630, USA",Match,Google,1
943169584,3,vietnam health education and literature projects,"PO BOX 1242,95108-1242",E,E70,876866.3333,3,vietnam health education & literature projects,"PO BOX 1242,95108-1242",E,E70,753180.3333,123686,16.42183081,"PO BOX 1242,95108-1242",,,,No Match,Google,1
942271380,3,asian community center of sacramento valley inc acc senior services,"7801 RUSH RIVER DR,95831-4602",E,E91,12785315,3,asian community center of sacramento valley inc,"7801 RUSH RIVER DR,95831-3572",E,E91,10975752.67,1809562.333,16.48690881,"7801 RUSH RIVER DR,95831-3572",38.4841273,-121.5254923,"7801 Rush River Dr, Sacramento, CA 95831, USA",Match,Google,1
300505945,3,thien quang vietnamese buddhist meditation monastery,"8042 HAZARD AVE,92655-1015",P,P50,37732.33333,3,thien quang vietnamese buddhist meditation monastery,"8042 HAZARD AVE,92655-1015",P,P50,32387.33333,5345,16.50336551,"8042 HAZARD AVE,92655-1015",33.7517123,-117.9887353,"8042 Hazard Ave, Midway City, CA 92655, USA",Match,Google,1
946122454,3,eden township japanese community center,"PO BOX 264,94580-0264",P,P28,55294,3,eden township japanese community center,"PO BOX 264,94580-0264",P,P28,47268,8026,16.9797749,"PO BOX 264,94580-0264",37.6729393,-122.1348629,"San Lorenzo, CA 94580, USA",Partial Match,Google,1
770494911,3,vietnamese american community of northern ca,"1141 E WILLIAM ST,95116-3114",P,P84,33421.66667,3,vietnamese american community of northern ca,"2299 S KING RD,95122-2518",P,P84,28557.66667,4864,17.03220384,"2299 S KING RD,95122-2518",37.3240297,-121.8279927,"2299 S King Rd, San Jose, CA 95122, USA",Match,Google,1
941672210,3,pacific grove pony baseball inc,"PO BOX 317,93950-0317",N,N63,103983.6667,2,pacific grove pony baseball inc,"PO BOX 317,93950-0317",N,N63,88487,15496.66667,17.51293034,"PO BOX 317,93950-0317",36.620118,-121.918866,"Pacific Grove, CA 93950, USA",Partial Match,Google,0
237088205,3,united indian health services inc,"1600 WEEOT WAY,95521-4734",E,E32,23413342.67,3,united indian health services inc,"1600 WEEOT WAY,95521-4734",E,E32,19879462.33,3533880.333,17.77653879,"1600 WEEOT WAY,95521-4734",40.8972409,-124.0860229,"1600 Weeot Way, Arcata, CA 95521, USA",Match,Google,0
680227882,3,southeast asian assistance center,"5625 24TH ST,95822-2233",P,P84,703384,3,southeast asian assistance center,"5625 24TH ST,95822-2233",P,P84,595518,107866,18.11297056,"5625 24TH ST,95822-2233",38.5239626,-121.4823491,"5625 24th St, Sacramento, CA 95822, USA",Match,Google,0
943050247,3,association of asian pacific community health organizations,"101 CALLAN AVE STE 400,94577-4523",E,E70,3730235,3,association of asian-pacific community health organizations,"300 FRANK H OGAWA PLAZA 620,94612-2056",E,E70,3157033.333,573201.6667,18.15633876,"300 FRANK H OGAWA PLAZA 620,94612-2056",37.8057851,-122.2711244,"410, 300 Frank H. Ogawa Plaza, Oakland, CA 94612, USA",Partial Match,Google,1
237279074,3,union of pan asian communities,"1031 25TH ST,92102-2102",P,P20,7581144.667,3,union of pan asian communities,"1031 25TH ST,92102-2102",P,P20,6395846.667,1185298,18.53230795,"1031 25TH ST,92102-2102",32.7163954,-117.1398488,"1031 25th St, San Diego, CA 92102, USA",Match,Google,1
954384765,3,east l a chinese everspring senior association,"18738 COLIMA RD STE C,91748-2981",P,P81,37795,3,east l a chinese everspring senior association,"18738 COLIMA RD STE C,91748-2981",P,P81,31775.66667,6019.333333,18.94321651,"18738 COLIMA RD STE C,91748-2981",33.9874625,-117.8952414,"18738 Colima Rd STE C, Rowland Heights, CA 91748, USA",Match,Google,1
237115636,3,japanese community youth service,"3506 SLOPEVIEW DR,95148-2841",O,O20,193416.3333,3,japanese community youth service,"3506 SLOPEVIEW DR,95148-2841",O,O20,162303.6667,31112.66667,19.169417,"3506 SLOPEVIEW DR,95148-2841",37.3319367,-121.7795352,"3506 Slopeview Dr, San Jose, CA 95148, USA",Match,Google,0
942292491,3,asian americans for community involvement of santa clara county,"2400 MOORPARK AVE STE 300,95128-2680",P,P84,14921941.67,3,asian americans for community involvement of santa clara county,"2400 MOORPARK AVE STE 300,95128-2680",P,P84,12521293.33,2400648.333,19.17252691,"2400 MOORPARK AVE STE 300,95128-2680",37.3156923,-121.9370894,"2400 Moorpark Ave #300, San Jose, CA 95128, USA",Match,Google,1
680412326,3,pacific housing inc a california nonprofit public benefit corporati,"2115 J ST STE 201,95816-4734",L,L20,2229370.333,3,pacific housing inc a california nonprofit public benefit corporati,"2115 J ST STE 201,95816-4734",L,L20,1861507,367863.3333,19.76158743,"2115 J ST STE 201,95816-4734",38.5763756,-121.4777425,"2115 J St #201, Sacramento, CA 95816, USA",Match,Google,0
264002102,3,loving savior lutheran chinese school,"14816 PEYTON DR,91709-2073",P,P84,216845.6667,3,loving savior lutheran chinese school,"14816 PEYTON DR,91709-2073",P,P84,180617,36228.66667,20.0582817,"14816 PEYTON DR,91709-2073",33.9838786,-117.7329201,"14816 Peyton Dr, Chino Hills, CA 91709, USA",Match,Google,0
941745488,3,central valley indian health inc,"2740 HERNDON AVE,93611-6813",E,E30,15646262,3,central valley indian health inc,"20 N DEWITT AVE,93612-0311",E,E30,13028072.33,2618189.667,20.09652387,"20 N DEWITT AVE,93612-0311",36.830625,-119.7048668,"20 N Dewitt Ave, Clovis, CA 93612, USA",Match,Google,0
940382780,3,chinese hospital association,"845 JACKSON ST,94133-4851",E,E22,130154170.7,3,chinese hospital association,"845 JACKSON ST,94133-4851",E,E22,108213540,21940630.67,20.27530997,"845 JACKSON ST,94133-4851",37.7955406,-122.4091299,"845 Jackson St, San Francisco, CA 94133, USA",Match,Google,1
770195022,3,casa pacifica centers for children and families casa pacifica,"975 FLYNN RD,93012-8704",P,P30,28489866.33,3,casa pacifica centers for children and families,"975 FLYNN RD,93012-8704",P,P30,23606046.33,4883820,20.68885205,"975 FLYNN RD,93012-8704",34.2269396,-119.0200789,"975 Flynn Rd, Camarillo, CA 93012, USA",Match,Google,0
421583157,3,korean real estate brokers association,"3435 WILSHIRE BVLD,90010-0000",L,L03,79486.66667,3,korean real estate brokers association,"3435 WILSHIRE BVLD 2250,90010-0000",L,L03,65620.33333,13866.33333,21.13115345,"3435 WILSHIRE BVLD 2250,90010-0000",34.0622656,-118.2984953,"3435 Wilshire Blvd, Los Angeles, CA 90010, USA",Partial Match,Google,0
237052541,3,california rural indian health board inc,"4400 AUBURN BLVD FL 2,95841-4145",E,E30,50593907.67,3,california rural indian health board inc,"4400 AUBURN BLVD FL 2,95841-4145",E,E30,41741035,8852872.667,21.20903966,"4400 AUBURN BLVD FL 2,95841-4145",38.6466647,-121.3606017,"4400 Auburn Blvd FL 2, Sacramento, CA 95841, USA",Match,Google,0
942439581,3,santa clara county asian law alliance inc,"991 W HEDDING ST STE 202,95126-1248",I,I80,1458760.667,3,santa clara county asian law alliance inc,"LAW ALLIANCE INC,95112-0000",I,I80,1193344.333,265416.3333,22.24138716,"LAW ALLIANCE INC,95112-0000",37.3422568,-121.9213007,"991 W Hedding St #202, San Jose, CA 95126, USA",Match,Google,1
753144201,3,national hmong american farmers inc,"2904 N BLACKSTONE AVE,93703-1060",P,P20,222198,3,national hmong american farmers inc,"2904 N BLACKSTONE AVE,93703-1060",P,P20,181557.6667,40640.33333,22.38425624,"2904 N BLACKSTONE AVE,93703-1060",36.7769575,-119.7902487,"2904 N Blackstone Ave, Fresno, CA 93703, USA",Match,Google,1
942218907,3,filipino advocates for justice,"310 8TH ST STE 306,94607-4253",P,P84,520201.3333,3,filipino advocates for justice,"310 8TH ST STE 308,94607-4253",P,P84,424898.3333,95303,22.42960081,"310 8TH ST STE 308,94607-4253",37.7990351,-122.2704574,"310 8th St #308, Oakland, CA 94607, USA",Match,Google,1
953779389,3,koreatown youth and community center inc,"3727 W 6TH ST STE 300,90020-5108",P,P84,5312879.667,3,koreatown youth and community center inc,"3727 W 6TH ST STE 300,90020-5108",P,P84,4323864.333,989015.3333,22.87341269,"3727 W 6TH ST STE 300,90020-5108",34.0638745,-118.3037736,"3727 W 6th St #300, Los Angeles, CA 90020, USA",Match,Google,1
237373767,3,pacific primary,"1501 GROVE ST,94117-1320",P,P33,4121213,3,pacific primary,"1501 GROVE ST,94117-1320",P,P33,3352317.333,768895.6667,22.93624351,"1501 GROVE ST,94117-1320",37.7753178,-122.4415705,"1501 Grove St, San Francisco, CA 94117, USA",Match,Google,0
770535576,3,vietnamese parish social ministry,"398 SANTA CLARA STREET,95113-1946",P,P20,138930,3,vietnamese parish social ministry,"398 SANTA CLARA STREET,95113-1946",P,P20,112787,26143,23.17908979,"398 SANTA CLARA STREET,95113-1946",37.3399198,-121.882121,"398 E Santa Clara St, San Jose, CA 95112, USA",Match,Google,1
954168437,3,western pacific re hab,"4544 SAN FERNANDO RD STE 202,91204-1987",F,F22,316916.6667,3,western pacific re-hab,"4544 SAN FERNANDO RD STE 202,91204-5015",F,F22,257219,59697.66667,23.20888685,"4544 SAN FERNANDO RD STE 202,91204-5015",34.1348928,-118.2628713,"4544 San Fernando Rd #202, Glendale, CA 91204, USA",Match,Google,0
911750505,3,california indian forest and fire management council,"125 MISSION RANCH BLVD,95926-2175",M,M24,117763,3,california indian forest and fire management council,"125 MISSION RANCH BLVD,95926-0000",M,M24,94710.66667,23052.33333,24.3397435,"125 MISSION RANCH BLVD,95926-0000",39.753056,-121.8606593,"125 Mission Ranch Blvd, Chico, CA 95926, USA",Match,Google,0
330798803,3,national council of urban indian health,"2561 1ST AVE,92103-6571",P,P84,1751134.667,2,national council of urban indian health,"2561 1ST AVE,92103-6571",P,P84,1406849,344285.6667,24.47211226,"2561 1ST AVE,92103-6571",32.7321976,-117.1637214,"2561 1st Ave, San Diego, CA 92103, USA",Match,Google,0
20534903,3,taiwanese evergreen academy of north california,"4333 HANSEN AVE,94536-4840",P,P81,48325.33333,3,taiwanese evergreen academy of north california,"4333 HANSEN AVE,94536-4840",P,P81,38802.33333,9523,24.54233852,"4333 HANSEN AVE,94536-4840",37.5558091,-122.012307,"4333 Hansen Ave, Fremont, CA 94536, USA",Match,Google,1
952846605,3,riverside san bernardino county indian health inc,"INDIAN HEALTH INC 11980 MOUNT VERNO,92313-0000",E,E32,44998105.67,3,riverside-san bernardino county indian health inc,"11555 POTRERO RD # 12,92220-6946",E,E32,35979369,9018736.667,25.06641144,"11555 POTRERO RD # 12,92220-6946",33.9527257,-116.8290602,"11555 Potrero Rd #12, Banning, CA 92220, USA",Match,Google,0
251902459,3,tuolumne me wuk indian health center inc,"18880 CHERRY VALLEY BLVD,95379-9506",P,P84,9374080,3,tuolumne me-wuk indian health center inc,"18880 CHERRY VALLEY BLVD,95379-9506",P,P84,7489943.333,1884136.667,25.15555302,"18880 CHERRY VALLEY BLVD,95379-9506",37.9653179,-120.2404097,"18880 Cherry Valley Blvd N, Tuolumne, CA 95379, USA",Match,Google,0
770150218,3,pacific health education center,"5300 CALIFORNIA AVE STE 200,93309-1664",P,P20,1724523.333,3,pacific health education center,"5300 CALIFORNIA AVE STE 200,93309-1642",P,P20,1370788.333,353735,25.805224,"5300 CALIFORNIA AVE STE 200,93309-1642",35.3596165,-119.061495,"5300 California Ave STE 200, Bakersfield, CA 93309, USA",Match,Google,0
953532351,3,center for the pacific asian family inc,"543 N FAIRFAX AVE ROOM 108,90010-2261",L,L41,2293991.333,3,center for the pacific asian family inc,"543 N FAIRFAX AVE ROOM 108,90036-1715",L,L41,1819598,474393.3333,26.07132638,"543 N FAIRFAX AVE ROOM 108,90036-1715",34.0813845,-118.361672,"543 N Fairfax Ave #108, Los Angeles, CA 90036, USA",Match,Google,1
651252328,3,indo american senior heritage,"PO BOX 5922,92846-0922",E,E70,35227.66667,3,indo-american senior heritage,"1506 W FLOWER AVE,92833-3952",E,E70,27857.33333,7370.333333,26.45742593,"1506 W FLOWER AVE,92833-3952",33.8626221,-117.9535716,"1506 W Flower Ave, Fullerton, CA 92833, USA",Match,Google,1
954637660,3,korean american senior cooperation center,"18931 E COLIMA RD STE B,91748-2942",L,L22,60772,3,korean american senior cooperation center,"18931 E COLIMA RD STE B,91748-2942",L,L22,48049.33333,12722.66667,26.4783417,"18931 E COLIMA RD STE B,91748-2942",33.9889838,-117.8913679,"18931 Colima Rd STE B, Rowland Heights, CA 91748, USA",Match,Google,1
